"x","y","sample number","angle","30:23:03:87:17:98#WIFI-RTT","30:23:03:87:17:99#WIFI-RTT","30:23:03:87:17:9a#WIFI-RTT","58:cb:52:d7:b5:5d#WIFI-RTT","58:cb:52:d7:b5:31#WIFI-RTT","30:23:03:87:19:6e#WIFI-RTT","30:23:03:87:19:6d#WIFI-RTT","58:cb:52:d7:b4:d9#WIFI-RTT","30:23:03:87:19:6c#WIFI-RTT","58:cb:52:d7:bb:61#WIFI-RTT","30:23:03:87:17:80#WIFI-RTT","58:cb:52:d7:ad:ac#WIFI-RTT","30:23:03:87:17:81#WIFI-RTT","30:23:03:87:17:82#WIFI-RTT"
"2.0","14.4","4376","1.0","-100.0","3.704","6.314","12.861","14.336","7.999","7.179","6.278","14.629","3.522","10.023","-100.0","4.01","4.967","-100.0"
"2.0","14.4","4377","1.0","7.605","3.663","6.295","12.892","14.486","8.482","7.223","6.25","16.042","3.606","10.145","-100.0","3.982","5.055","-100.0"
"2.0","14.4","4378","1.0","8.139","3.51","6.275","12.92","14.329","8.101","7.098","6.13","15.879","3.547","10.136","-100.0","4.141","5.172","-100.0"
"2.0","14.4","4379","1.0","7.914","3.629","6.51","12.922","14.445","7.618","7.173","6.278","15.648","3.606","9.942","-100.0","4.064","5.392","-100.0"
"2.0","14.4","4380","1.0","6.742","3.629","6.041","12.859","14.567","8.101","7.144","6.222","16.042","3.599","9.901","-100.0","4.029","4.981","-100.0"
"2.0","14.4","4381","1.0","8.148","3.676","6.197","12.836","14.561","7.127","7.113","6.212","15.255","3.578","-100.0","-100.0","3.982","4.82","-100.0"
"2.0","14.4","4382","1.0","7.605","3.788","6.354","12.831","14.439","7.559","7.063","6.156","15.729","3.552","10.136","-100.0","4.001","5.304","-100.0"
"2.0","14.4","4383","1.0","7.67","3.557","6.236","12.92","14.292","8.087","6.991","6.268","16.342","3.545","10.023","-100.0","3.991","5.187","-100.0"
"2.0","14.4","4384","1.0","8.379","3.626","6.119","12.892","14.37","7.882","7.073","6.21","15.417","3.55","10.605","-100.0","4.129","4.967","-100.0"
"2.0","14.4","4385","1.0","7.917","3.744","6.353","12.839","14.373","8.849","7.107","6.102","15.405","3.554","10.37","-100.0","4.095","5.128","-100.0"
"2.0","14.4","4386","1.0","7.333","3.666","6.334","12.859","14.448","7.882","7.101","6.439","16.667","3.517","10.023","-100.0","4.01","5.509","-100.0"
"2.0","14.4","4387","1.0","7.917","3.629","6.353","12.864","14.404","7.486","7.035","6.184","15.417","3.402","-100.0","-100.0","4.141","4.952","-100.0"
"2.0","14.4","4388","1.0","7.917","3.785","6.197","12.892","14.254","7.662","7.104","6.158","16.042","3.433","9.901","-100.0","3.982","4.996","-100.0"
"2.0","14.4","4389","1.0","7.767","3.866","6.314","12.923","14.336","8.394","7.144","6.212","15.883","3.568","9.901","-100.0","4.066","4.967","-100.0"
"2.0","14.4","4390","1.0","8.026","3.716","6.08","12.864","14.517","8.307","7.182","6.175","16.354","3.538","10.492","-100.0","4.098","5.172","-100.0"
"2.0","14.4","4391","1.0","7.792","3.741","6.373","12.892","14.526","7.691","7.113","6.1","15.105","3.515","9.901","-100.0","4.119","4.952","-100.0"
"2.0","14.4","4392","1.0","8.148","3.744","6.49","12.883","14.336","8.101","7.185","6.184","15.255","3.515","10.37","-100.0","4.038","5.055","-100.0"
"2.0","14.4","4393","1.0","7.914","3.736","6.275","12.89","14.486","8.438","7.063","6.24","15.105","3.508","10.104","-100.0","4.066","5.187","-100.0"
"2.0","14.4","4394","1.0","7.905","3.554","6.393","12.742","14.458","7.941","7.144","6.1","16.354","3.522","9.564","-100.0","4.126","4.82","-100.0"
"2.0","14.4","4395","1.0","8.067","3.782","6.803","12.808","15.123","8.101","7.063","6.175","13.061","3.641","9.78","-100.0","4.013","4.996","-100.0"
"2.0","14.4","4396","1.0","7.689","3.819","6.256","13.395","14.411","11.842","7.382","6.297","11.342","3.397","11.505","-100.0","6.989","9.225","-100.0"
"2.0","14.4","4397","1.0","8.542","3.705","5.416","13.654","15.03","11.119","7.266","6.47","-100.0","3.936","11.664","-100.0","8.041","10.369","-100.0"
"2.0","14.4","4398","1.0","7.755","3.669","5.963","13.895","15.967","8.658","9.76","6.625","-100.0","2.97","10.492","-100.0","14.147","8.556","-100.0"
"2.0","14.4","4399","1.0","-100.0","3.785","6.119","14.322","16.164","9.42","7.835","6.704","-100.0","3.906","10.605","-100.0","12.808","9.317","-100.0"
"0.0","14.4","4400","0.0","8.854","4.882","6.549","13.936","15.058","10.416","10.568","8.408","18.339","3.193","7.545","-100.0","4.5","11.222","-100.0"
"0.0","14.4","4401","0.0","8.067","4.816","5.904","12.967","14.387","10.943","9.091","8.233","12.604","2.99","8.067","-100.0","3.914","4.069","-100.0"
"0.0","14.4","4402","0.0","6.967","4.954","6.002","15.327","14.354","10.279","9.172","8.204","11.655","3.043","7.914","-100.0","3.907","4.322","-100.0"
"0.0","14.4","4403","0.0","6.273","4.973","5.963","14.652","14.398","10.416","8.944","8.057","11.667","3.135","8.229","-100.0","3.94","4.186","-100.0"
"0.0","14.4","4404","0.0","6.817","4.905","5.982","14.413","14.329","10.108","8.979","8.141","13.067","2.985","7.558","-100.0","3.998","4.127","-100.0"
"0.0","14.4","4405","0.0","8.148","4.835","6.392","14.474","14.336","10.143","9.16","8.115","-100.0","2.933","7.792","-100.0","3.945","3.912","-100.0"
"0.0","14.4","4406","0.0","5.104","4.938","5.533","15.058","14.352","10.279","8.941","8.358","11.205","2.959","8.229","-100.0","4.078","3.873","-100.0"
"0.0","14.4","4407","0.0","8.617","4.903","5.943","14.528","14.387","10.064","9.016","7.94","-100.0","2.959","7.455","-100.0","4.022","4.127","-100.0"
"0.0","14.4","4408","0.0","8.026","5.029","6.041","14.591","14.303","10.094","8.938","7.97","11.505","2.957","8.373","-100.0","3.942","3.912","-100.0"
"0.0","14.4","4409","0.0","6.504","4.971","5.806","14.683","14.367","10.103","8.947","8.054","11.655","2.957","7.442","-100.0","3.952","4.029","-100.0"
"0.0","14.4","4410","0.0","7.279","4.997","5.846","14.772","14.27","10.182","8.935","7.977","12.442","2.936","8.495","-100.0","3.954","4.479","-100.0"
"0.0","14.4","4411","0.0","6.829","4.926","5.885","14.622","14.27","10.269","8.979","7.975","13.08","3.104","6.967","-100.0","3.987","3.834","-100.0"
"0.0","14.4","4412","0.0","6.817","4.991","5.963","14.65","14.303","10.504","8.944","7.965","-100.0","2.908","8.505","-100.0","4.041","4.127","-100.0"
"0.0","14.4","4413","0.0","7.605","4.966","5.904","14.708","14.292","10.24","8.938","7.947","12.367","2.964","7.605","-100.0","4.019","4.205","-100.0"
"0.0","14.4","4414","0.0","6.742","4.901","6.158","14.563","14.352","10.226","8.904","7.942","12.279","2.99","8.261","-100.0","3.912","3.99","-100.0"
"0.0","14.4","4415","0.0","-100.0","4.916","6.041","14.647","14.27","10.24","9.019","7.935","-100.0","2.961","8.27","-100.0","4.02","4.127","-100.0"
"0.0","14.4","4416","0.0","6.667","4.954","6.275","14.624","14.329","10.05","8.985","7.933","11.979","2.905","8.373","-100.0","4.019","4.088","-100.0"
"0.0","14.4","4417","0.0","6.829","4.908","6.061","14.563","14.364","10.357","8.894","7.97","12.845","2.936","8.036","-100.0","3.991","3.951","-100.0"
"0.0","14.4","4418","0.0","6.829","4.816","6.197","14.54","14.242","10.606","8.979","7.975","12.292","2.99","8.379","-100.0","4.026","4.107","-100.0"
"0.0","14.4","4419","0.0","5.88","4.919","6.119","14.598","14.336","10.299","8.941","8.022","11.817","2.994","6.517","-100.0","3.951","3.971","-100.0"
"0.0","14.4","4420","0.0","6.817","4.882","6.158","14.622","14.298","10.006","8.944","8.162","11.355","2.898","8.542","-100.0","3.94","3.99","-100.0"
"0.0","14.4","4421","0.0","6.517","4.991","5.982","14.622","14.292","10.079","8.941","8.029","11.667","3.018","8.379","-100.0","3.954","4.088","-100.0"
"0.0","14.4","4422","0.0","7.292","4.87","6.06","14.535","14.418","10.138","8.872","8.092","12.442","2.88","8.036","-100.0","4.008","4.107","-100.0"
"0.0","14.4","4423","0.0","7.292","5.041","5.943","14.68","14.329","10.372","8.944","7.965","11.817","3.048","8.148","-100.0","4.036","4.205","-100.0"
"0.0","14.4","4424","0.0","6.204","4.91","5.748","14.769","14.308","10.357","8.907","8.003","12.129","2.997","7.436","-100.0","4.083","3.912","-100.0"
"0.0","14.4","4425","0.0","7.442","4.917","6.021","14.652","14.331","10.182","8.979","7.947","11.667","2.987","7.755","-100.0","4.024","4.049","-100.0"
"0.0","14.4","4426","0.0","7.279","4.912","6.021","14.683","14.442","10.167","8.938","7.947","-100.0","2.893","8.148","-100.0","4.024","4.01","-100.0"
"0.0","14.4","4427","0.0","6.517","4.945","5.846","14.528","14.352","10.729","9.016","7.975","11.505","2.992","8.542","-100.0","4.041","4.049","-100.0"
"0.0","14.4","4428","0.0","6.817","4.943","5.943","14.598","14.414","10.328","8.938","7.97","12.601","2.985","7.792","-100.0","4.05","4.108","-100.0"
"0.0","14.4","4429","0.0","7.292","4.877","5.963","14.476","14.387","10.299","8.907","7.998","12.442","2.994","-100.0","-100.0","4.003","4.088","-100.0"
"0.0","14.4","4430","0.0","7.292","4.916","6.158","14.586","14.364","10.372","8.907","8.003","12.767","2.994","9.004","-100.0","3.982","4.147","-100.0"
"0.0","14.4","4431","0.0","7.129","4.933","5.963","14.563","14.392","10.079","8.944","7.975","9.642","2.992","8.379","-100.0","3.989","4.01","-100.0"
"0.0","14.4","4432","0.0","7.292","4.963","6.041","14.683","14.413","10.519","8.976","7.947","11.979","2.901","8.739","-100.0","3.951","4.283","-100.0"
"0.0","14.4","4433","0.0","7.201","4.936","5.885","14.533","14.303","10.182","8.832","7.914","12.292","3.041","8.379","-100.0","4.044","4.107","-100.0"
"0.0","14.4","4434","0.0","7.129","5.02","6.041","14.793","14.361","10.182","9.016","7.947","12.754","2.985","7.914","-100.0","3.958","3.971","-100.0"
"0.0","14.4","4435","0.0","8.73","4.971","6.139","14.884","14.359","9.903","8.976","8.001","12.454","3.046","8.392","-100.0","4.023","3.932","-100.0"
"0.0","14.4","4436","0.0","7.442","4.929","5.982","14.713","14.367","10.46","8.869","8.022","12.754","3.018","7.917","-100.0","3.991","4.264","-100.0"
"0.0","14.4","4437","0.0","7.292","4.998","6.119","14.821","14.417","10.196","8.857","8.005","-100.0","2.931","7.089","-100.0","3.879","4.088","-100.0"
"0.0","14.4","4438","0.0","7.917","4.954","5.924","14.65","14.244","10.269","8.941","8.083","12.292","2.959","8.229","-100.0","3.954","4.069","-100.0"
"0.0","14.4","4439","0.0","7.605","5.023","5.982","14.851","14.443","10.445","8.935","8.026","12.292","3.011","7.323","-100.0","3.912","4.127","-100.0"
"0.0","14.4","4440","0.0","-100.0","4.973","6.08","14.711","14.383","10.284","9.129","7.975","11.829","2.952","7.905","-100.0","4.016","3.951","-100.0"
"0.0","14.4","4441","0.0","7.592","4.912","5.982","14.68","14.329","10.196","8.941","8.031","12.279","2.95","7.567","-100.0","3.951","4.049","-100.0"
"0.0","14.4","4442","0.0","7.68","4.913","6.119","14.8","14.27","10.65","8.869","8.026","11.667","2.983","8.495","-100.0","4.064","3.893","-100.0"
"0.0","14.4","4443","0.0","7.917","4.943","6.099","14.593","14.441","10.079","8.866","7.975","11.505","2.964","7.442","-100.0","3.963","4.127","-100.0"
"0.0","14.4","4444","0.0","6.967","4.945","5.924","14.502","14.442","10.035","8.979","7.947","11.967","2.872","7.801","-100.0","4.033","3.951","-100.0"
"0.0","14.4","4445","0.0","7.442","4.923","5.924","14.589","14.357","9.801","8.979","7.942","-100.0","2.936","8.383","-100.0","3.97","3.951","-100.0"
"0.0","14.4","4446","0.0","6.504","4.916","6.08","14.769","14.336","10.372","8.91","8.003","11.979","2.877","8.617","-100.0","4.017","4.166","-100.0"
"0.0","14.4","4447","0.0","7.442","4.926","6.08","14.683","14.387","10.577","8.904","7.947","12.129","3.013","8.036","-100.0","3.975","3.951","-100.0"
"0.0","14.4","4448","0.0","6.667","4.971","6.021","14.411","14.329","9.903","8.941","8.083","-100.0","2.957","7.917","-100.0","3.968","4.107","-100.0"
"0.0","14.4","4449","0.0","7.455","4.926","5.982","14.563","14.298","10.328","8.869","7.97","12.454","2.818","7.605","-100.0","3.968","3.932","-100.0"
"0.0","14.4","4450","1.0","6.039","5.144","6.334","14.001","15.121","8.404","8.751","7.689","19.942","3.358","9.154","-100.0","4.849","7.545","-100.0"
"0.0","14.4","4451","1.0","8.617","4.966","5.787","13.213","15.689","10.455","9.272","7.92","10.501","3.392","6.667","-100.0","4.148","6.178","-100.0"
"0.0","14.4","4452","1.0","8.148","4.998","7.662","13.101","15.604","9.596","8.629","8.261","11.505","3.276","9.004","-100.0","3.923","4.283","-100.0"
"0.0","14.4","4453","1.0","8.026","5.029","6.432","13.155","15.379","9.933","8.738","7.929","11.355","3.386","8.542","-100.0","3.841","5.318","-100.0"
"0.0","14.4","4454","1.0","6.986","4.96","6.183","13.068","15.617","9.727","8.635","8.026","12.611","3.369","9.004","-100.0","3.923","5.201","-100.0"
"0.0","14.4","4455","1.0","6.885","5.007","6.27","13.103","15.617","9.801","8.704","7.967","12.279","3.348","8.542","-100.0","3.874","5.221","-100.0"
"0.0","14.4","4456","1.0","7.68","4.923","6.622","13.093","15.461","9.83","8.666","7.964","12.904","3.369","8.229","-100.0","3.844","4.869","-100.0"
"0.0","14.4","4457","1.0","7.142","4.991","6.329","13.152","15.658","9.859","8.704","7.886","12.904","3.32","7.567","-100.0","3.848","5.045","-100.0"
"0.0","14.4","4458","1.0","6.498","4.954","6.754","13.159","15.695","9.933","8.626","7.957","12.367","3.351","8.854","-100.0","3.771","4.752","-100.0"
"0.0","14.4","4459","1.0","7.089","4.919","6.402","13.131","15.508","9.517","8.676","8.073","12.292","3.313","8.692","-100.0","3.872","4.85","-100.0"
"0.0","14.4","4460","1.0","7.22","4.916","6.446","13.124","15.526","9.81","8.742","8.126","-100.0","3.318","8.73","-100.0","3.757","4.967","-100.0"
"0.0","14.4","4461","1.0","7.605","4.838","6.27","13.065","15.464","9.61","8.679","8.004","11.817","3.29","9.167","-100.0","3.816","4.791","-100.0"
"0.0","14.4","4462","1.0","7.592","4.957","6.153","13.093","15.661","9.205","8.591","8.008","13.217","3.311","8.854","-100.0","3.783","4.527","-100.0"
"0.0","14.4","4463","1.0","-100.0","4.92","6.578","13.08","15.454","9.518","8.591","7.886","12.279","3.358","8.964","-100.0","3.778","4.615","-100.0"
"0.0","14.4","4464","1.0","7.905","4.835","6.549","13.157","15.648","9.962","8.71","8.008","12.601","3.313","9.555","-100.0","3.841","4.459","-100.0"
"0.0","14.4","4465","1.0","6.048","4.971","6.241","13.068","15.617","9.757","8.554","8.126","12.322","3.314","8.861","-100.0","3.771","5.338","-100.0"
"0.0","14.4","4466","1.0","6.667","5.044","6.564","13.065","15.564","9.459","8.669","8.079","12.292","3.32","9.48","-100.0","3.886","4.752","-100.0"
"0.0","14.4","4467","1.0","6.817","4.998","6.373","13.19","15.648","9.742","8.673","7.967","12.917","3.273","9.167","-100.0","3.886","4.732","-100.0"
"0.0","14.4","4468","1.0","6.039","4.957","6.593","13.117","15.454","9.537","8.701","8.07","-100.0","3.351","9.33","-100.0","3.726","4.947","-100.0"
"0.0","14.4","4469","1.0","5.88","4.991","6.3","13.126","15.458","9.918","8.673","8.001","12.604","3.369","9.167","-100.0","3.855","4.752","-100.0"
"0.0","14.4","4470","1.0","6.161","4.926","6.49","13.101","15.658","9.635","8.598","7.97","12.02","3.318","9.167","-100.0","3.893","5.436","-100.0"
"0.0","14.4","4471","1.0","6.508","4.991","6.519","13.08","15.529","10.162","8.629","8.008","12.133","3.398","9.48","-100.0","3.886","4.85","-100.0"
"0.0","14.4","4472","1.0","6.283","4.957","6.446","13.151","15.57","9.752","8.554","8.032","11.979","3.348","8.617","-100.0","3.79","4.83","-100.0"
"0.0","14.4","4473","1.0","7.211","5.029","6.505","13.037","15.567","9.42","8.673","7.97","12.723","3.369","8.854","-100.0","3.771","4.635","-100.0"
"0.0","14.4","4474","1.0","7.098","4.916","6.446","13.151","15.611","9.439","8.623","7.886","-100.0","3.29","8.692","-100.0","3.86","5.358","-100.0"
"0.0","14.4","4475","1.0","6.976","4.994","6.226","13.037","15.648","9.498","8.591","8.067","12.245","3.369","-100.0","-100.0","3.881","4.986","-100.0"
"0.0","14.4","4476","1.0","6.864","4.841","6.285","13.124","15.383","9.962","8.704","8.008","11.317","3.273","8.692","-100.0","3.855","5.319","-100.0"
"0.0","14.4","4477","1.0","6.667","4.885","6.241","13.117","15.383","9.908","8.666","8.033","11.667","3.32","8.079","-100.0","3.916","4.693","-100.0"
"0.0","14.4","4478","1.0","6.03","4.991","6.915","13.192","15.504","9.786","8.658","8.039","11.817","3.386","7.792","-100.0","3.82","4.869","-100.0"
"0.0","14.4","4479","1.0","6.504","4.954","6.739","13.075","15.695","9.947","8.632","7.848","12.292","3.348","8.067","-100.0","3.844","4.596","-100.0"
"0.0","14.4","4480","1.0","6.192","4.96","6.549","13.159","15.42","9.771","8.638","8.104","12.489","3.276","8.229","-100.0","3.757","5.221","-100.0"
"0.0","14.4","4481","1.0","6.03","5.023","6.402","13.131","15.486","9.654","8.576","8.154","11.967","3.318","9.433","-100.0","3.818","5.494","-100.0"
"0.0","14.4","4482","1.0","6.192","4.991","6.344","13.123","15.548","9.849","8.666","8.067","12.592","3.348","8.529","-100.0","3.755","4.849","-100.0"
"0.0","14.4","4483","1.0","6.386","4.951","6.27","13.07","15.467","9.698","8.669","8.154","12.292","3.236","9.33","-100.0","3.952","4.869","-100.0"
"0.0","14.4","4484","1.0","6.508","4.92","6.241","13.068","15.695","9.732","8.744","8.086","12.604","3.229","9.004","-100.0","3.848","4.85","-100.0"
"0.0","14.4","4485","1.0","-100.0","4.916","6.417","13.158","15.639","9.537","8.666","8.126","12.442","3.351","8.692","-100.0","3.813","5.475","-100.0"
"0.0","14.4","4486","1.0","6.864","4.96","6.549","13.126","15.383","10.064","8.71","7.957","12.255","3.315","9.017","-100.0","3.834","4.928","-100.0"
"0.0","14.4","4487","1.0","6.667","4.948","6.329","13.103","15.508","9.742","8.688","8.008","12.489","3.348","8.229","-100.0","3.762","4.576","-100.0"
"0.0","14.4","4488","1.0","6.733","4.954","6.578","13.131","15.533","9.596","8.592","8.076","12.133","3.276","9.167","-100.0","3.799","5.201","-100.0"
"0.0","14.4","4489","1.0","6.976","5.066","6.285","13.129","15.458","9.918","8.673","7.811","12.454","3.389","8.692","-100.0","3.921","4.908","-100.0"
"0.0","14.4","4490","1.0","8.27","5.107","7.266","13.039","15.579","9.693","8.554","8.073","10.879","3.314","8.542","-100.0","3.98","4.42","-100.0"
"0.0","14.4","4491","1.0","7.914","5.032","6.842","13.705","16.158","12.018","10.849","7.833","12.592","3.198","8.973","-100.0","4.72","5.24","-100.0"
"0.0","14.4","4492","1.0","7.442","5.026","6.109","13.358","15.847","10.025","9.166","8.076","16.83","3.473","6.967","-100.0","4.666","5.025","-100.0"
"0.0","14.4","4493","1.0","8.27","4.92","5.948","12.798","15.573","10.406","10.706","7.773","11.517","3.315","6.979","-100.0","4.412","4.986","-100.0"
"0.0","14.4","4494","1.0","6.742","5.081","7.545","15.287","15.817","10.428","8.816","8.331","16.98","3.508","7.605","-100.0","13.57","6.344","-100.0"
"0.0","14.4","4495","1.0","7.68","5.104","6.549","15.892","16.058","9.303","8.973","8.153","17.176","3.123","8.379","-100.0","5.505","7.662","-100.0"
"0.0","14.4","4496","1.0","9.789","4.734","6.27","14.708","16.082","10.05","8.779","8.242","19.398","3.28","7.755","-100.0","4.941","6.827","-100.0"
"0.0","14.4","4497","1.0","-100.0","4.685","6.197","14.769","16.592","9.44","8.823","8.579","16.83","2.903","9.33","-100.0","5.344","7.164","-100.0"
"0.0","14.4","4498","1.0","9.317","5.03","6.212","14.936","16.792","9.054","8.782","8.462","18.379","3.135","7.917","-100.0","5.123","7.428","-100.0"
"0.0","14.4","4499","1.0","9.225","4.88","5.802","14.505","16.459","8.717","8.82","8.383","16.817","3.022","8.379","-100.0","4.917","7.721","-100.0"
"0.0","19.2","4500","0.0","6.161","2.651","1.671","18.511","19.764","15.836","11.604","7.223","18.855","-0.795","12.129","-100.0","9.654","10.943","-100.0"
"0.0","19.2","4501","0.0","6.386","2.651","3.487","17.755","19.914","13.443","11.157","6.873","20.805","-0.759","10.726","-100.0","9.691","9.903","-100.0"
"0.0","19.2","4502","0.0","6.654","2.501","3.414","17.961","19.951","13.483","11.401","7.051","17.758","-0.79","11.667","-100.0","8.25","9.039","-100.0"
"0.0","19.2","4503","0.0","6.504","2.538","3.59","17.376","19.758","14.205","11.319","7.064","18.583","-0.752","11.205","-100.0","8.508","8.614","-100.0"
"0.0","19.2","4504","0.0","7.129","2.454","3.18","17.903","19.858","14.186","11.282","7.093","21.386","-0.757","10.839","-100.0","8.538","8.424","-100.0"
"0.0","19.2","4505","0.0","-100.0","2.532","3.312","17.786","19.839","13.756","11.319","6.948","20.326","-0.816","11.205","-100.0","8.545","8.438","-100.0"
"0.0","19.2","4506","0.0","6.979","2.654","3.414","17.554","19.873","14.146","11.379","7.02","20.458","-0.881","11.655","-100.0","8.255","8.907","-100.0"
"0.0","19.2","4507","0.0","7.442","2.657","3.033","17.61","20.02","14.693","11.282","7.119","21.62","-0.844","11.667","-100.0","8.217","9.215","-100.0"
"0.0","19.2","4508","0.0","6.979","2.572","3.502","17.584","20.067","13.795","11.291","7.111","-100.0","-0.846","11.898","-100.0","8.58","8.951","-100.0"
"0.0","19.2","4509","0.0","-100.0","2.579","3.326","17.668","19.726","13.58","11.351","7.07","22.68","-0.86","10.267","-100.0","8.386","8.541","-100.0"
"0.0","19.2","4510","0.0","7.089","2.457","3.326","17.636","19.87","13.6","11.282","7.065","21.742","-0.787","11.664","-100.0","8.346","9.083","-100.0"
"0.0","19.2","4511","0.0","7.292","2.491","3.048","17.608","19.729","15.084","11.245","7.061","21.386","-0.874","12.292","-100.0","8.222","8.936","-100.0"
"0.0","19.2","4512","0.0","7.129","2.419","3.399","17.551","19.945","13.795","11.207","7.057","20.448","-0.877","10.848","-100.0","8.419","8.614","-100.0"
"0.0","19.2","4513","0.0","6.979","2.419","3.458","17.786","19.983","14.029","11.441","7.089","19.276","-0.787","12.245","-100.0","8.442","8.482","-100.0"
"0.0","19.2","4514","0.0","7.279","2.498","3.59","17.617","20.023","13.697","11.326","6.982","19.398","-0.846","10.97","-100.0","8.189","8.35","-100.0"
"0.0","19.2","4515","0.0","6.979","2.298","3.487","17.673","19.986","14.225","11.285","7.07","21.508","-0.759","12.142","-100.0","8.308","8.643","-100.0"
"0.0","19.2","4516","0.0","6.654","2.419","3.795","17.671","19.989","14.049","11.291","6.983","18.105","-0.792","12.011","-100.0","8.241","8.761","-100.0"
"0.0","19.2","4517","0.0","7.323","2.529","3.238","17.636","20.029","14.146","11.323","7.096","18.705","-0.75","11.355","-100.0","8.105","8.702","-100.0"
"0.0","19.2","4518","0.0","6.654","2.579","3.399","17.673","19.986","14.068","11.323","7.096","17.992","-0.874","11.898","-100.0","8.332","8.394","-100.0"
"0.0","19.2","4519","0.0","6.63","2.579","3.648","17.701","19.836","14.225","11.316","7.064","18.348","-0.795","11.664","-100.0","8.482","8.717","-100.0"
"0.0","19.2","4520","0.0","7.129","2.654","3.766","17.608","19.767","14.381","11.401","7.129","21.864","-0.791","12.123","-100.0","8.47","8.951","-100.0"
"0.0","19.2","4521","0.0","6.967","2.463","3.312","17.579","19.948","14.263","11.282","6.904","21.517","-0.783","10.961","-100.0","8.252","8.365","-100.0"
"0.0","19.2","4522","0.0","6.273","2.61","3.018","17.64","19.986","13.834","11.323","7.096","21.667","-0.757","11.355","-100.0","8.407","8.629","-100.0"
"0.0","19.2","4523","0.0","7.292","2.454","3.399","17.839","19.839","14.42","11.323","7.095","18.939","-0.79","10.961","-100.0","8.409","8.482","-100.0"
"0.0","19.2","4524","0.0","7.605","2.501","3.297","17.699","19.839","14.361","11.279","6.989","20.336","-0.795","11.551","-100.0","8.299","8.658","-100.0"
"0.0","19.2","4525","0.0","7.292","2.604","3.092","17.811","19.908","14.361","11.326","7.108","18.226","-0.785","10.961","-100.0","8.346","8.687","-100.0"
"0.0","19.2","4526","0.0","6.751","2.576","3.678","17.868","19.876","14.439","11.241","7.096","20.58","-0.727","10.892","-100.0","8.498","8.848","-100.0"
"0.0","19.2","4527","0.0","7.605","2.46","3.458","17.636","19.905","14.049","11.241","6.973","17.411","-0.877","11.317","-100.0","8.58","8.936","-100.0"
"0.0","19.2","4528","0.0","6.817","2.541","3.756","18.117","19.589","14.127","11.32","7.067","18.573","-0.851","10.839","-100.0","9.204","9.684","-100.0"
"0.0","19.2","4529","0.0","7.129","2.454","3.136","17.692","19.323","14.127","11.441","6.948","17.758","-0.759","11.673","-100.0","9.305","9.625","-100.0"
"0.0","19.2","4530","0.0","6.967","2.657","3.517","17.723","19.658","13.609","11.744","6.951","19.051","-0.584","13.067","-100.0","9.429","10.592","-100.0"
"0.0","19.2","4531","0.0","6.817","2.526","3.697","17.998","20.345","14.42","12.063","7.07","16.464","-0.853","11.308","-100.0","8.105","9.581","-100.0"
"0.0","19.2","4532","0.0","7.455","2.494","3.639","17.319","19.964","13.858","12.382","7.07","17.636","-0.741","9.667","-100.0","8.154","9.635","-100.0"
"0.0","19.2","4533","0.0","6.979","2.466","3.521","17.521","19.947","13.795","11.279","6.983","17.767","-0.764","10.258","-100.0","8.573","8.761","-100.0"
"0.0","19.2","4534","0.0","6.042","2.651","3.282","17.755","19.426","11.822","11.919","7.056","14.589","-0.759","11.817","-100.0","9.579","9.332","-100.0"
"0.0","19.2","4535","0.0","7.292","2.613","3.814","17.804","18.81","14.596","11.529","6.748","20.214","-0.616","12.02","-100.0","8.641","10.744","-100.0"
"0.0","19.2","4536","0.0","7.442","2.413","3.6","17.717","18.817","13.99","11.238","7.029","19.52","-0.741","9.78","-100.0","8.866","9.986","-100.0"
"0.0","19.2","4537","0.0","7.292","2.526","3.795","17.883","19.745","14.127","11.432","6.986","17.28","-0.708","13.38","-100.0","10.036","11.134","-100.0"
"0.0","19.2","4538","0.0","6.979","2.572","3.639","17.489","20.301","14.4","11.519","7.148","17.055","-0.811","13.895","-100.0","10.09","9.684","-100.0"
"0.0","19.2","4539","0.0","-100.0","2.691","3.282","17.608","19.443","12.232","11.594","7.207","17.289","-0.93","10.614","-100.0","8.508","8.453","-100.0"
"0.0","19.2","4540","0.0","7.436","2.694","3.639","17.521","18.379","14.4","11.913","6.992","19.633","-0.82","11.308","-100.0","8.414","8.233","-100.0"
"0.0","19.2","4541","0.0","6.976","2.651","3.775","17.673","20.623","15.455","11.782","6.914","18.93","-0.818","11.664","-100.0","8.487","8.482","-100.0"
"0.0","19.2","4542","0.0","6.979","2.491","3.639","17.486","19.405","14.679","11.938","7.07","19.042","-0.816","11.664","-100.0","8.726","8.731","-100.0"
"0.0","19.2","4543","0.0","6.817","2.573","3.678","17.729","20.068","15.338","11.944","7.111","-100.0","-0.816","11.195","-100.0","8.28","9.01","-100.0"
"0.0","19.2","4544","0.0","7.279","2.563","2.96","17.575","19.808","15.221","11.901","6.973","19.642","-0.79","12.02","-100.0","8.217","8.57","-100.0"
"0.0","19.2","4545","0.0","7.279","2.654","3.56","17.523","19.72","15.025","12.104","6.948","16.82","-0.729","10.961","-100.0","8.601","9.244","-100.0"
"0.0","19.2","4546","0.0","5.717","2.579","3.404","18.43","19.281","13.267","11.529","6.832","14.167","-0.112","12.48","-100.0","9.876","10.553","-100.0"
"0.0","19.2","4547","0.0","6.979","2.566","3.443","18.073","19.537","14.986","12.138","7.232","-100.0","-0.558","14.711","-100.0","9.879","12.283","-100.0"
